seat_no,seat,reservation,rank,candidate,sex,age,category,party,votes_general,votes_postal,votes_total,pct
23,Ramagundam,GENERAL,17,Thota Venu,MALE,32,GENERAL,IND,,,578,0.42
23,Ramagundam,GENERAL,18,Naresh Edunoori,MALE,42,SC,IND,,,550,0.4
23,Ramagundam,GENERAL,19,Siriseti Mallesh,MALE,45,GENERAL,IND,,,517,0.38
23,Ramagundam,GENERAL,20,Damuka Laxman,MALE,45,SC,IND,,,500,0.36
23,Ramagundam,GENERAL,21,P.T. Swamy,MALE,66,GENERAL,RLD,,,428,0.31
23,Ramagundam,GENERAL,22,Dasari Koteshwar Rao,MALE,43,SC,IND,,,363,0.26
23,Ramagundam,GENERAL,23,Gorre Ramesh,MALE,47,SC,IND,,,323,0.23
23,Ramagundam,GENERAL,24,Ramu Nelikanti,MALE,30,SC,IND,,,271,0.2
23,Ramagundam,GENERAL,25,Sabbani Harish,MALE,30,GENERAL,IND,,,248,0.18
23,Ramagundam,GENERAL,26,Mulukuntla Suman,MALE,26,GENERAL,IND,,,240,0.17
23,Ramagundam,GENERAL,27,Somavarapu Satyanarayana,MALE,48,GENERAL,IND,,,210,0.15
23,Ramagundam,GENERAL,28,Suddala Ramesh,MALE,48,GENERAL,IND,,,142,0.1
24,Manthani,GENERAL,1,Putta Madhukar,MALE,42,GENERAL,BRS,,,84037,49.38
24,Manthani,GENERAL,2,Duddilla Sridhar Babu,MALE,45,GENERAL,INC,,,64677,38.0
24,Manthani,GENERAL,3,Karru Nagaiah,MALE,52,GENERAL,TDP,,,9735,5.72
24,Manthani,GENERAL,4,Chandrupatla Sunil Reddy,MALE,38,GENERAL,IND,,,6530,3.84
24,Manthani,GENERAL,5,Dunde Narsaiah,MALE,42,GENERAL,BSP,,,1725,1.01
24,Manthani,GENERAL,6,Nota,,,,NOTA,,,1339,0.79
24,Manthani,GENERAL,7,Dubbasi Vishwanath,MALE,26,SC,AAAP,,,677,0.4
24,Manthani,GENERAL,8,Thokala Rajkumar,MALE,39,SC,IND,,,580,0.34
24,Manthani,GENERAL,9,Avadanula Hari Prasad,MALE,41,GENERAL,IND,,,471,0.28
24,Manthani,GENERAL,10,Noone Rajesham,MALE,63,GENERAL,IND,,,425,0.25
25,Peddapalle,GENERAL,1,Manohar Reddy Dasari,MALE,60,GENERAL,BRS,,,96220,57.33
25,Peddapalle,GENERAL,2,T. Bhanu Prasad Rao,MALE,47,GENERAL,INC,,,33543,19.99
25,Peddapalle,GENERAL,3,Chinthakunta Vijaya Ramana Rao,MALE,47,GENERAL,TDP,,,24216,14.43
25,Peddapalle,GENERAL,4,Edla Neela,FEMALE,28,SC,IND,,,5840,3.48
25,Peddapalle,GENERAL,5,Saritha Padma,FEMALE,28,SC,PPOI,,,1791,1.07
25,Peddapalle,GENERAL,6,Nota,,,,NOTA,,,1545,0.92
25,Peddapalle,GENERAL,7,Varikilla Mallesh,MALE,38,SC,BSP,,,1513,0.9
25,Peddapalle,GENERAL,8,M.A.Mustak Pasha,MALE,29,GENERAL,YSRCP,,,736,0.44
25,Peddapalle,GENERAL,9,Thammadoboina Odelu Yadav,MALE,42,GENERAL,AAAP,,,665,0.4
25,Peddapalle,GENERAL,10,Pendyala Surender,MALE,39,GENERAL,IND,,,473,0.28
25,Peddapalle,GENERAL,11,Shyam Sundar Attal,MALE,54,GENERAL,IND,,,388,0.23
25,Peddapalle,GENERAL,12,Kethipelli Sammi Reddy,MALE,48,GENERAL,BCUF,,,364,0.22
25,Peddapalle,GENERAL,13,Kondra Enock,MALE,51,GENERAL,ICSP,,,278,0.17
25,Peddapalle,GENERAL,14,Donkena Ravindar,MALE,45,GENERAL,RLD,,,257,0.15
26,Karimnagar,GENERAL,1,Gangula Kamalakar,MALE,46,GENERAL,BRS,,,77209,40.92
26,Karimnagar,GENERAL,2,Bandi Sanjay Kumar,MALE,43,GENERAL,BJP,,,52455,27.8
26,Karimnagar,GENERAL,3,C. Lakshmi Narasimha Rao,MALE,51,GENERAL,INC,,,51339,27.21
26,Karimnagar,GENERAL,4,Waseemuddin Ahmed,MALE,43,GENERAL,WPOI,,,3386,1.79
26,Karimnagar,GENERAL,5,Sadurla Mallesham,MALE,59,GENERAL,BSP,,,837,0.44
26,Karimnagar,GENERAL,6,Dr. K. Nagesh,MALE,55,GENERAL,YSRCP,,,761,0.4
26,Karimnagar,GENERAL,7,Nota,,,,NOTA,,,750,0.4
26,Karimnagar,GENERAL,8,Chetty Kalyan,MALE,31,GENERAL,IND,,,495,0.26
26,Karimnagar,GENERAL,9,Syed Ishtiaq Ahmed,MALE,44,GENERAL,AAAP,,,485,0.26
26,Karimnagar,GENERAL,10,Mamindla Sandeep Kumar,MALE,27,GENERAL,LSP,,,437,0.23
26,Karimnagar,GENERAL,11,Madari Srinivas,MALE,35,SC,BMUP,,,203,0.11
26,Karimnagar,GENERAL,12,Gajangi Nirmala,FEMALE,39,GENERAL,IND,,,191,0.1
26,Karimnagar,GENERAL,13,M.A. Basheer,MALE,51,GENERAL,BCUF,,,125,0.07
27,Choppadandi,SC,1,Bodiga Shobha,FEMALE,39,SC,BRS,,,86841,58.13
27,Choppadandi,SC,2,Suddala Devaiah,MALE,58,SC,INC,,,31860,21.33
27,Choppadandi,SC,3,Medipally Sathyam,MALE,34,SC,TDP,,,13104,8.77
27,Choppadandi,SC,4,Bandapalli Rajaiah,MALE,51,SC,MASP,,,7199,4.82
27,Choppadandi,SC,5,Mohan Durgam,MALE,41,SC,RPI(A),,,1910,1.28
27,Choppadandi,SC,6,Jannu Jayaraj,MALE,60,SC,BSP,,,1806,1.21
27,Choppadandi,SC,7,Nota,,,,NOTA,,,993,0.66
27,Choppadandi,SC,8,Malyala Prathap,MALE,42,SC,YSRCP,,,932,0.62
27,Choppadandi,SC,9,Bollampalli Ailaiah,MALE,45,SC,IND,,,846,0.57
27,Choppadandi,SC,10,Bhakthu Saraiah,MALE,27,SC,PRBP,,,729,0.49
27,Choppadandi,SC,11,Chiluka Lingaiah,MALE,38,SC,MCPI,,,626,0.42
27,Choppadandi,SC,12,Thadagonda Satyaraj Varma,MALE,45,SC,AIFB,,,608,0.41
27,Choppadandi,SC,13,Anjaiah Thalla,MALE,46,SC,IND,,,494,0.33
27,Choppadandi,SC,14,Kannam Raghu,MALE,50,SC,IND,,,396,0.27
27,Choppadandi,SC,15,Swamy Janapatla,MALE,57,SC,IND,,,388,0.26
27,Choppadandi,SC,16,Cherla Laxman,MALE,47,SC,IND,,,345,0.23
27,Choppadandi,SC,17,Chelimalla Laxmikantham @ Sunil,MALE,36,SC,IND,,,318,0.21
28,Vemulawada,GENERAL,1,Ramesh Chennamaneni,MALE,58,GENERAL,BRS,,,58414,42.79
28,Vemulawada,GENERAL,2,Aadi Srinivas,MALE,48,GENERAL,BJP,,,53146,38.93
28,Vemulawada,GENERAL,3,Bomma Venkateshwar,MALE,72,GENERAL,INC,,,14051,10.29
28,Vemulawada,GENERAL,4,Naagula Narender,MALE,38,GENERAL,IND,,,3635,2.66
28,Vemulawada,GENERAL,5,Gaddam Ravinder Reddy,MALE,58,GENERAL,BSP,,,2432,1.78
28,Vemulawada,GENERAL,6,Nota,,,,NOTA,,,1535,1.12
28,Vemulawada,GENERAL,7,Cheekoti Varun Kumar Gupta,MALE,25,GENERAL,IND,,,1452,1.06
28,Vemulawada,GENERAL,8,Areddy Sridhar Reddy,MALE,33,GENERAL,AAAP,,,616,0.45
28,Vemulawada,GENERAL,9,Musku Venkat Reddy,MALE,29,GENERAL,YSRCP,,,525,0.38
28,Vemulawada,GENERAL,10,A. Rajalingaiah,MALE,43,SC,MASP,,,389,0.28
28,Vemulawada,GENERAL,11,Marwadi Sudarshan,MALE,35,SC,BCUF,,,323,0.24
29,Sircilla,GENERAL,1,K.Tarakarama Rao (Ktr),MALE,38,GENERAL,BRS,,,92135,58.36
29,Sircilla,GENERAL,2,Konduru Ravinder Rao,MALE,62,GENERAL,INC,,,39131,24.79
29,Sircilla,GENERAL,3,Akula Vijaya,FEMALE,41,GENERAL,BJP,,,14494,9.18
29,Sircilla,GENERAL,4,Reddymalla Srinivas,MALE,46,SC,RPI(A),,,3345,2.12
29,Sircilla,GENERAL,5,Anagandula Venkanna,MALE,38,GENERAL,BSP,,,1815,1.15
29,Sircilla,GENERAL,6,Nota,,,,NOTA,,,1650,1.05
29,Sircilla,GENERAL,7,Gopi Reddaveni,MALE,38,GENERAL,IND,,,1637,1.04
29,Sircilla,GENERAL,8,Anthaiah Kodi,MALE,40,GENERAL,IND,,,1406,0.89
29,Sircilla,GENERAL,9,Sridhar Reddy Velumula,MALE,40,GENERAL,YSRCP,,,803,0.51
29,Sircilla,GENERAL,10,D.Anandam,MALE,58,GENERAL,AAAP,,,800,0.51
29,Sircilla,GENERAL,11,Challa Balreddy,MALE,58,GENERAL,IND,,,653,0.41
30,Manakondur,SC,1,Rasamai Balakishan,MALE,48,SC,BRS,,,85010,54.2
30,Manakondur,SC,2,Arepalli Mohan,MALE,51,SC,INC,,,38088,24.28
30,Manakondur,SC,3,Dr. Kavvampally Satyanarayana,MALE,49,SC,TDP,,,23627,15.06
30,Manakondur,SC,4,Ande Bhanumurthy,MALE,65,SC,RPI(A),,,2877,1.83
30,Manakondur,SC,5,Nisani Ramachandram,MALE,28,SC,BSP,,,1748,1.11
30,Manakondur,SC,6,Nota,,,,NOTA,,,1105,0.7
30,Manakondur,SC,7,Bamandla Ravinder,MALE,34,SC,IND,,,990,0.63
30,Manakondur,SC,8,Thipparapu John Suman,MALE,30,SC,IND,,,727,0.46
30,Manakondur,SC,9,Ajay Varma Sollu,MALE,42,SC,YSRCP,,,630,0.4
30,Manakondur,SC,10,Gaddam Nagaraju,MALE,40,SC,IND,,,539,0.34
30,Manakondur,SC,11,Kande Sammaiah,MALE,45,SC,BCUF,,,424,0.27
30,Manakondur,SC,12,Siricilla Srinivas,MALE,27,SC,IND,,,385,0.25
30,Manakondur,SC,13,Jakanapally Ganesh,MALE,25,SC,AIFB,,,244,0.16
30,Manakondur,SC,14,Kondra Swaroopa,FEMALE,33,SC,IND,,,242,0.15
30,Manakondur,SC,15,Edla Venkataiah,MALE,58,SC,IND,,,211,0.13
31,Huzurabad,GENERAL,1,Eatala Rajender,MALE,50,GENERAL,BRS,,,95315,58.76
31,Huzurabad,GENERAL,2,Kethiri Sudarshan Reddy,MALE,57,GENERAL,INC,,,38278,23.6
31,Huzurabad,GENERAL,3,Kashyap Reddy Muddasani,MALE,31,GENERAL,TDP,,,15642,9.64
31,Huzurabad,GENERAL,4,E. Bheema Rao,MALE,40,SC,IND,,,5075,3.13
31,Huzurabad,GENERAL,5,Myakamalla Rathnaiah,MALE,52,SC,RPI(A),,,1992,1.23
31,Huzurabad,GENERAL,6,Chintha Anilkumar,MALE,29,GENERAL,PPOI,,,1711,1.05
31,Huzurabad,GENERAL,7,Kothuri Ramesh,MALE,33,SC,BSP,,,1479,0.91
31,Huzurabad,GENERAL,8,Nota,,,,NOTA,,,1445,0.89
31,Huzurabad,GENERAL,9,Sandamalla Naresh,MALE,27,SC,YSRCP,,,741,0.46
31,Huzurabad,GENERAL,10,Shingi Reddy Veera Reddy,MALE,51,GENERAL,BCUF,,,523,0.32
32,Husnabad,GENERAL,1,Vodithela Sathish Kumar,MALE,45,GENERAL,BRS,,,96517,55.0
32,Husnabad,GENERAL,2,Aligireddy Praveen Reddy,MALE,55,GENERAL,INC,,,62248,35.47
32,Husnabad,GENERAL,3,Velpula Sanjeev,MALE,33,SC,IND,,,4626,2.64
32,Husnabad,GENERAL,4,Enagandula Laxminarayana,MALE,53,SC,IND,,,2156,1.23
32,Husnabad,GENERAL,5,Bolli Ilaiah,MALE,41,GENERAL,BSP,,,2098,1.2
32,Husnabad,GENERAL,6,Kaparthi Raghu,MALE,29,GENERAL,PPOI,,,1819,1.04
32,Husnabad,GENERAL,7,Nota,,,,NOTA,,,1449,0.83
32,Husnabad,GENERAL,8,Dubbaka Vishnuvardhan Reddy,MALE,42,GENERAL,IND,,,1201,0.68
32,Husnabad,GENERAL,9,Kamera Laxman,MALE,43,GENERAL,IND,,,819,0.47
32,Husnabad,GENERAL,10,Bollam Ravi,MALE,29,GENERAL,LSP,,,655,0.37
32,Husnabad,GENERAL,11,Venkatadri Chennaboina,MALE,37,GENERAL,IND,,,561,0.32
32,Husnabad,GENERAL,12,Aakula Bhumaiah,MALE,72,GENERAL,IND,,,533,0.3
32,Husnabad,GENERAL,13,Bhasker Reddy Singireddy,MALE,50,GENERAL,YSRCP,,,506,0.29
32,Husnabad,GENERAL,14,Srinivas Burra,MALE,42,GENERAL,BCUF,,,297,0.17
33,Siddipet,GENERAL,1,Thanneeru Harish Rao,MALE,42,GENERAL,BRS,,,108699,71.96
33,Siddipet,GENERAL,2,Taduri Srinivas Goud,MALE,44,GENERAL,INC,,,15371,10.18
33,Siddipet,GENERAL,3,Soppadandi Vidyasagar,MALE,49,GENERAL,BJP,,,13003,8.61
33,Siddipet,GENERAL,4,Karrolla Babu,MALE,30,SC,BSP,,,5035,3.33
33,Siddipet,GENERAL,5,Bathula Chandram,MALE,35,SC,IND,,,3774,2.5
33,Siddipet,GENERAL,6,Nota,,,,NOTA,,,1664,1.1
33,Siddipet,GENERAL,7,K.Kamalakar Reddy,MALE,35,GENERAL,RPI(A),,,1157,0.77
33,Siddipet,GENERAL,8,Pothuganti Narsimha Reddy,MALE,63,GENERAL,IND,,,623,0.41
33,Siddipet,GENERAL,9,Balaraju Mittapally,MALE,38,GENERAL,IND,,,592,0.39
33,Siddipet,GENERAL,10,Tadka Jagadishwar,MALE,51,GENERAL,YSRCP,,,555,0.37
33,Siddipet,GENERAL,11,Thummanapally Srinivasu,MALE,42,GENERAL,LSP,,,331,0.22
33,Siddipet,GENERAL,12,Udutha Mallesham,MALE,40,GENERAL,IND,,,245,0.16
34,Medak,GENERAL,1,M.Padma Devender Reddy,FEMALE,44,GENERAL,BRS,,,89654,56.64
34,Medak,GENERAL,2,Vijaya Shanthi. M,FEMALE,48,GENERAL,INC,,,50054,31.62
34,Medak,GENERAL,3,Batti Jagapathi,MALE,55,GENERAL,TDP,,,9281,5.86
34,Medak,GENERAL,4,Pogaku Ashok Kumar,MALE,55,GENERAL,IND,,,3240,2.05
34,Medak,GENERAL,5,Nota,,,,NOTA,,,1602,1.01
34,Medak,GENERAL,6,Siddiramulu,MALE,48,SC,BSP,,,1189,0.75
34,Medak,GENERAL,7,C.Shobharani,FEMALE,56,GENERAL,PPOI,,,933,0.59
34,Medak,GENERAL,8,Pakala Srihari Rao,MALE,61,GENERAL,IND,,,798,0.5
34,Medak,GENERAL,9,Dorbala Gunaker Sharma,MALE,33,GENERAL,IND,,,474,0.3
34,Medak,GENERAL,10,Allaram Kristu Dass,MALE,60,SC,YSRCP,,,465,0.29
34,Medak,GENERAL,11,M.D. Abdul Haleem Quraishi,MALE,59,GENERAL,TMOR,,,320,0.2
34,Medak,GENERAL,12,Noorbhasha.M.E.Rahee M,MALE,55,GENERAL,RLD,,,282,0.18
35,Narayankhed,GENERAL,1,Patlolla Kishta Reddy,MALE,66,GENERAL,INC,,,62347,39.49
35,Narayankhed,GENERAL,2,Mahareddy Bhupal Reddy,MALE,50,GENERAL,BRS,,,47601,30.15
35,Narayankhed,GENERAL,3,M. Vijaypal Reddy,MALE,55,GENERAL,TDP,,,40405,25.59
35,Narayankhed,GENERAL,4,Apparao Shetkar,MALE,36,GENERAL,YSRCP,,,3911,2.48
35,Narayankhed,GENERAL,5,G. Nagesh Yadav,MALE,34,GENERAL,IND,,,1561,0.99
35,Narayankhed,GENERAL,6,Nota,,,,NOTA,,,1035,0.66
35,Narayankhed,GENERAL,7,Hanmandlu Karanji,MALE,33,GENERAL,ABJS,,,407,0.26
35,Narayankhed,GENERAL,8,V.Tukaram Nayak,MALE,36,ST,MCPI,,,318,0.2
35,Narayankhed,GENERAL,9,Rajiv Kumar Mathur,MALE,56,GENERAL,AAAP,,,283,0.18
36,Andole,SC,1,Babumohanpally,MALE,59,SC,BRS,,,87087,48.18
36,Andole,SC,2,C.Damodar Rajanarsimha,MALE,55,SC,INC,,,83796,46.36
36,Andole,SC,3,Allaram Rathnaiah,MALE,49,SC,IND,,,4204,2.33
36,Andole,SC,4,Burri Yellaiah,MALE,58,SC,BJP,,,3062,1.69
36,Andole,SC,5,Nota,,,,NOTA,,,1472,0.81
36,Andole,SC,6,Bandargalla Sanjeeva Rao,MALE,43,SC,YSRCP,,,1141,0.63
37,Narsapur,GENERAL,1,Chilumula Madan Reddy,MALE,59,GENERAL,BRS,,,85890,49.0
37,Narsapur,GENERAL,2,Vakiti Sunitha,FEMALE,46,GENERAL,INC,,,71673,40.89
37,Narsapur,GENERAL,3,Chaganla Balvindernath,MALE,25,GENERAL,BJP,,,6088,3.47
37,Narsapur,GENERAL,4,Errolla Sanjeevaiah,MALE,30,SC,IND,,,5211,2.97
37,Narsapur,GENERAL,5,Kandlapally Laxmibai,FEMALE,39,GENERAL,CPM,,,2604,1.49
37,Narsapur,GENERAL,6,S. Shanthi Kumar,MALE,45,SC,BSP,,,1309,0.75
37,Narsapur,GENERAL,7,Nota,,,,NOTA,,,1229,0.7
37,Narsapur,GENERAL,8,Dandepu Baswanandam,MALE,50,GENERAL,YSRCP,,,671,0.38
37,Narsapur,GENERAL,9,Mood Suryam,MALE,28,ST,IND,,,611,0.35
38,Zahirabad,SC,1,Dr. Jetty Geeta,FEMALE,69,SC,INC,,,57558,34.68
38,Zahirabad,SC,2,Koninty Manik Rao,MALE,61,SC,BRS,,,56716,34.17
38,Zahirabad,SC,3,Y.Narotham,MALE,49,SC,TDP,,,39057,23.53
38,Zahirabad,SC,4,Nalla Surya Prakash,MALE,55,SC,YSRCP,,,4591,2.77
38,Zahirabad,SC,5,Dappu Rachaiah,MALE,44,SC,WPOI,,,1768,1.07
38,Zahirabad,SC,6,B.Ramchander,MALE,36,SC,CPM,,,1593,0.96
38,Zahirabad,SC,7,Manthapuram Balaiah,MALE,45,SC,BSP,,,1564,0.94
38,Zahirabad,SC,8,Nota,,,,NOTA,,,1195,0.72
38,Zahirabad,SC,9,Bandameedi Devadas,MALE,59,SC,IND,,,620,0.37
38,Zahirabad,SC,10,Vittal,MALE,48,SC,IND,,,611,0.37
38,Zahirabad,SC,11,Dappu Bhasker,MALE,36,SC,IND,,,370,0.22
38,Zahirabad,SC,12,D.Esmalappa,MALE,39,SC,IND,,,338,0.2
39,Sangareddy,GENERAL,1,Chinta Prabhakar,MALE,54,GENERAL,BRS,,,82860,52.63
39,Sangareddy,GENERAL,2,Jayaprakash Reddy .T,MALE,48,GENERAL,INC,,,53338,33.88
39,Sangareddy,GENERAL,3,K.Sathyanarayana,MALE,54,ST,BJP,,,11914,7.57
39,Sangareddy,GENERAL,4,B. Mallesham,MALE,39,GENERAL,CPM,,,2684,1.7
39,Sangareddy,GENERAL,5,Kashipuram Praveen Kumar,MALE,26,GENERAL,IND,,,1569,1.0
39,Sangareddy,GENERAL,6,Gouraiahgari Sreedhar Reddy,MALE,37,GENERAL,YSRCP,,,1198,0.76
39,Sangareddy,GENERAL,7,Nota,,,,NOTA,,,985,0.63
39,Sangareddy,GENERAL,8,Nagedapally Krishnam Raju,MALE,41,SC,IND,,,818,0.52
39,Sangareddy,GENERAL,9,K. Vijaya Kumar,MALE,44,GENERAL,BSP,,,758,0.48
39,Sangareddy,GENERAL,10,Dayanand,MALE,31,ST,VOP,,,298,0.19
39,Sangareddy,GENERAL,11,Sangram Surender,MALE,58,GENERAL,IND,,,288,0.18
39,Sangareddy,GENERAL,12,Bathini Ramulu,MALE,46,SC,IND,,,250,0.16
39,Sangareddy,GENERAL,13,Rumandla Prakash,MALE,39,GENERAL,IND,,,244,0.15
39,Sangareddy,GENERAL,14,P. Ranjith Kumar,MALE,40,SC,IND,,,241,0.15
40,Patancheru,GENERAL,1,Gudem Maipal Reddy,MALE,47,GENERAL,BRS,,,73986,37.06
40,Patancheru,GENERAL,2,M Sapanadev,MALE,40,GENERAL,TDP,,,55100,27.6
40,Patancheru,GENERAL,3,T. Nandeshwar Goud,MALE,52,GENERAL,INC,,,37226,18.65
40,Patancheru,GENERAL,4,C.Anji Reddy,MALE,47,GENERAL,IND,,,12571,6.3
40,Patancheru,GENERAL,5,Srinivas Goud Gurujala,MALE,46,GENERAL,YSRCP,,,7284,3.65
40,Patancheru,GENERAL,6,Syed Rahamath,MALE,45,GENERAL,AIMIM,,,4000,2.0
40,Patancheru,GENERAL,7,Mohammed Wajid Ali,MALE,52,GENERAL,CPM,,,1507,0.75
40,Patancheru,GENERAL,8,Sathyanarayana Singarapu,MALE,36,GENERAL,LSP,,,1361,0.68
40,Patancheru,GENERAL,9,Syed Hameed,MALE,40,GENERAL,IND,,,1280,0.64
40,Patancheru,GENERAL,10,Nota,,,,NOTA,,,1157,0.58
40,Patancheru,GENERAL,11,T.D.S.Mani,MALE,40,GENERAL,BSP,,,949,0.48
40,Patancheru,GENERAL,12,P.Mallesh,MALE,28,GENERAL,IND,,,889,0.45
40,Patancheru,GENERAL,13,G. Venkata Giri,MALE,42,GENERAL,IND,,,617,0.31
40,Patancheru,GENERAL,14,Yerra Devadanam,MALE,65,GENERAL,ICSP,,,530,0.27
40,Patancheru,GENERAL,15,Mamidi Chukkaiah,MALE,54,GENERAL,IND,,,391,0.2
40,Patancheru,GENERAL,16,Annam Praveen Kumar,MALE,32,GENERAL,IND,,,352,0.18
40,Patancheru,GENERAL,17,Nune Prabhakar,MALE,46,GENERAL,IND,,,261,0.13
40,Patancheru,GENERAL,18,Terupally Mohan Reddy,MALE,44,GENERAL,IND,,,157,0.08
41,Dubbak,GENERAL,1,Solipteta Rama Linga Reddy,MALE,53,GENERAL,BRS,,,82231,53.37
41,Dubbak,GENERAL,2,Cheruku Muthyam Reddy,MALE,72,GENERAL,INC,,,44306,28.75
41,Dubbak,GENERAL,3,M.Raghunandan Rao,MALE,49,GENERAL,BJP,,,15133,9.82
41,Dubbak,GENERAL,4,Gaddam Mohan Reddy,MALE,39,GENERAL,MASP,,,5307,3.44
41,Dubbak,GENERAL,5,Rachakatla Laxmi,FEMALE,48,GENERAL,BSP,,,1993,1.29
41,Dubbak,GENERAL,6,Nota,,,,NOTA,,,1519,0.99
41,Dubbak,GENERAL,7,Chindam Rajukumar,MALE,51,GENERAL,IND,,,1086,0.7
41,Dubbak,GENERAL,8,Bommera Anjaiah,MALE,56,GENERAL,IND,,,763,0.5
41,Dubbak,GENERAL,9,Marapadaga Sravan Kumar,MALE,26,GENERAL,YSRCP,,,612,0.4
41,Dubbak,GENERAL,10,Arukula Swamy,MALE,27,ST,IND,,,402,0.26
41,Dubbak,GENERAL,11,Gondi Bhujangam,MALE,47,GENERAL,IND,,,378,0.25
41,Dubbak,GENERAL,12,Jakkula Narsimulu,MALE,46,GENERAL,IND,,,353,0.23
42,Gajwel,GENERAL,1,Kalvakuntla Chandrashekar Rao,MALE,60,GENERAL,BRS,,,86694,44.06
42,Gajwel,GENERAL,2,Pratap Reddy Vanteru,MALE,51,GENERAL,TDP,,,67303,34.21
42,Gajwel,GENERAL,3,Tumkunta Narsa Reddy,MALE,51,GENERAL,INC,,,34085,17.32
42,Gajwel,GENERAL,4,Nallanagula Venkatesham,MALE,38,GENERAL,TPS,,,3127,1.59
42,Gajwel,GENERAL,5,Nota,,,,NOTA,,,1592,0.81
42,Gajwel,GENERAL,6,Gurrapu Ramulu,MALE,51,GENERAL,IND,,,1028,0.52
42,Gajwel,GENERAL,7,Sudagani Venkatesh Goud,MALE,42,GENERAL,BSP,,,982,0.5
42,Gajwel,GENERAL,8,K. Praveen Kumar Reddy,MALE,27,GENERAL,IND,,,647,0.33
42,Gajwel,GENERAL,9,Chethireddy Linga Reddy,MALE,58,GENERAL,IND,,,547,0.28
42,Gajwel,GENERAL,10,Donthi Purshotham Reddy,MALE,48,GENERAL,YSRCP,,,488,0.25
42,Gajwel,GENERAL,11,Kunta Veera Reddy,MALE,58,GENERAL,MTP,,,266,0.14
43,Medchal,GENERAL,1,Malipedhi Sudheer Reddy,MALE,61,GENERAL,BRS,,,114235,43.41
43,Medchal,GENERAL,2,Thotakura Jangaiah Yadav,MALE,46,GENERAL,TDP,,,70780,26.9
43,Medchal,GENERAL,3,Kichannagari Laxma Reddy (Klr),MALE,58,GENERAL,INC,,,58016,22.05
43,Medchal,GENERAL,4,Dr. G.R.Linga Murthy,MALE,60,GENERAL,LSP,,,5076,1.93
43,Medchal,GENERAL,5,B.Beenu Prakash,MALE,45,GENERAL,IND,,,4856,1.85
43,Medchal,GENERAL,6,Chinthala Yadaiah,MALE,42,SC,CPM,,,1615,0.61
43,Medchal,GENERAL,7,Bakkola Ram Mohan,MALE,40,SC,BSP,,,1327,0.5
43,Medchal,GENERAL,8,Nota,,,,NOTA,,,1308,0.5
43,Medchal,GENERAL,9,Kolkuri Satyanarayana,MALE,56,GENERAL,IND,,,1169,0.44
43,Medchal,GENERAL,10,Prabhakar Reddy Geedipally,MALE,55,GENERAL,AAAP,,,697,0.26
43,Medchal,GENERAL,11,Battini Raj Kumar,MALE,33,GENERAL,IND,,,690,0.26
43,Medchal,GENERAL,12,Munuganti Narayana,MALE,47,GENERAL,JP,,,555,0.21
43,Medchal,GENERAL,13,Kanuganti Sudhakar,MALE,32,GENERAL,IND,,,540,0.21
43,Medchal,GENERAL,14,M.Balanarsimha Chary,MALE,29,GENERAL,IND,,,509,0.19
43,Medchal,GENERAL,15,K.Renu Kumar,MALE,38,ST,NCP,,,502,0.19
43,Medchal,GENERAL,16,Nakka Prabhakar Goud,MALE,47,GENERAL,IND,,,381,0.14
43,Medchal,GENERAL,17,Hameed Ul Hak Choudari,MALE,46,GENERAL,IND,,,278,0.11
43,Medchal,GENERAL,18,Jesudas Chakravarthy (Dass),MALE,39,GENERAL,IND,,,237,0.09
43,Medchal,GENERAL,19,Avula Allaji Yadav,MALE,43,GENERAL,IND,,,184,0.07
43,Medchal,GENERAL,20,B.Anantha Laxmi,FEMALE,30,GENERAL,IND,,,179,0.07
44,Malkajgiri,GENERAL,1,C. Kanaka Reddy,MALE,56,GENERAL,BRS,,,77132,33.42
44,Malkajgiri,GENERAL,2,Ram Chander Rao. N,MALE,54,GENERAL,BJP,,,74364,32.22
44,Malkajgiri,GENERAL,3,Nandhikanti Sridhar,MALE,42,GENERAL,INC,,,37201,16.12
44,Malkajgiri,GENERAL,4,G. Surya Narayana Reddy,MALE,67,GENERAL,YSRCP,,,14828,6.42
44,Malkajgiri,GENERAL,5,Dilip Sankar Reddy,MALE,32,GENERAL,LSP,,,12121,5.25
44,Malkajgiri,GENERAL,6,Sudhakar Dharanikota,MALE,54,GENERAL,AIMIM,,,3306,1.43
44,Malkajgiri,GENERAL,7,Nota,,,,NOTA,,,1965,0.85
44,Malkajgiri,GENERAL,8,Chandra Supriya,FEMALE,37,GENERAL,AAAP,,,1794,0.78
44,Malkajgiri,GENERAL,9,D G Narshima Rao,MALE,59,GENERAL,CPM,,,1320,0.57
44,Malkajgiri,GENERAL,10,Dr. Pitla Sreen Raj,MALE,39,GENERAL,JASPA,,,1150,0.5
44,Malkajgiri,GENERAL,11,Md. Osman,MALE,34,GENERAL,IND,,,1013,0.44
44,Malkajgiri,GENERAL,12,B. Sukumar,MALE,50,GENERAL,ICSP,,,860,0.37
44,Malkajgiri,GENERAL,13,M N Jaisimha,MALE,38,GENERAL,NCP,,,675,0.29
44,Malkajgiri,GENERAL,14,G. Nagaraj,MALE,29,GENERAL,IND,,,642,0.28
44,Malkajgiri,GENERAL,15,Ved Vrath,MALE,62,SC,BSP,,,592,0.26
44,Malkajgiri,GENERAL,16,M U Annie Neelima,FEMALE,40,GENERAL,IND,,,437,0.19
