seat_no,seat,reservation,rank,candidate,sex,age,category,party,votes_general,votes_postal,votes_total,pct
13,Jukkal,SC,1,Hanmanth Shinde,MALE,40,SC,BRS,,,72901,51.63
13,Jukkal,SC,2,Gangaram S,MALE,62,SC,INC,,,37394,26.49
13,Jukkal,SC,3,T. Aruna Tara,FEMALE,41,SC,IND,,,10324,7.31
13,Jukkal,SC,4,Maddela Naveen Kumar,MALE,26,SC,TDP,,,7462,5.29
13,Jukkal,SC,5,Gangaram,MALE,39,SC,BSP,,,5211,3.69
13,Jukkal,SC,6,Prakash Naidu,MALE,47,SC,YSRCP,,,1771,1.25
13,Jukkal,SC,7,Ayyala Anand Kumar,MALE,33,SC,DABAP,,,1622,1.15
13,Jukkal,SC,8,Nota,,,,NOTA,,,1430,1.01
13,Jukkal,SC,9,E. Thukaram,MALE,49,SC,IND,,,1105,0.78
13,Jukkal,SC,10,B. Pandari,MALE,55,SC,IND,,,688,0.49
13,Jukkal,SC,11,Raju,MALE,33,SC,IND,,,667,0.47
13,Jukkal,SC,12,K. Nagarao,MALE,42,SC,IND,,,614,0.43
14,Banswada,GENERAL,1,Srinivas Reddy Parige,MALE,62,GENERAL,BRS,,,65868,47.68
14,Banswada,GENERAL,2,Balaraju Kasula,MALE,52,GENERAL,INC,,,41938,30.36
14,Banswada,GENERAL,3,Badya Naik Rathod,MALE,43,ST,TDP,,,19692,14.25
14,Banswada,GENERAL,4,Narahari Gangaram,MALE,53,SC,BSP,,,3890,2.82
14,Banswada,GENERAL,5,Ramesh Chandra Benarji Kaki,MALE,52,GENERAL,IND,,,2861,2.07
14,Banswada,GENERAL,6,Nota,,,,NOTA,,,1316,0.95
14,Banswada,GENERAL,7,Anjaiah Kondani,MALE,32,GENERAL,PPOI,,,944,0.68
14,Banswada,GENERAL,8,Ravutla Sobhana Mahender Goud,FEMALE,41,GENERAL,YSRCP,,,788,0.57
14,Banswada,GENERAL,9,R.Sailu,MALE,66,GENERAL,IND,,,493,0.36
14,Banswada,GENERAL,10,Majid Ali Qureshi,MALE,63,GENERAL,AAAP,,,361,0.26
15,Yellareddy,GENERAL,1,Eanugu Ravinder Reddy,MALE,49,GENERAL,BRS,,,70760,44.78
15,Yellareddy,GENERAL,2,Jajala Surender,MALE,41,GENERAL,INC,,,46751,29.59
15,Yellareddy,GENERAL,3,Banala Laxma Reddy,MALE,42,GENERAL,BJP,,,33359,21.11
15,Yellareddy,GENERAL,4,Nota,,,,NOTA,,,2212,1.4
15,Yellareddy,GENERAL,5,Dr. Marri Ramreddy,MALE,45,GENERAL,LSP,,,1867,1.18
15,Yellareddy,GENERAL,6,Sidhartha Reddy Peddapatlola,MALE,43,GENERAL,YSRCP,,,1642,1.04
15,Yellareddy,GENERAL,7,Nagabushanam Battini,MALE,50,GENERAL,IND,,,767,0.49
15,Yellareddy,GENERAL,8,Chityala Sayanna,MALE,42,SC,IND,,,657,0.42
16,Kamareddy,GENERAL,1,Gampa Govardhan,MALE,52,GENERAL,BRS,,,71961,45.53
16,Kamareddy,GENERAL,2,Mohd Ali Shabbir,MALE,57,GENERAL,INC,,,63278,40.04
16,Kamareddy,GENERAL,3,Siddaramulu Ettam,MALE,59,GENERAL,BJP,,,13938,8.82
16,Kamareddy,GENERAL,4,Erra Shivaraju A,MALE,47,SC,BSP,,,3862,2.44
16,Kamareddy,GENERAL,5,Nota,,,,NOTA,,,1478,0.94
16,Kamareddy,GENERAL,6,Paila Krishna Reddy,MALE,43,GENERAL,YSRCP,,,785,0.5
16,Kamareddy,GENERAL,7,Mahender Goud Kodipyaka,MALE,52,GENERAL,IND,,,691,0.44
16,Kamareddy,GENERAL,8,Kairamkonda Yadagiri,MALE,40,GENERAL,RDHP,,,680,0.43
16,Kamareddy,GENERAL,9,Bharthwaja Vedashree,FEMALE,37,GENERAL,LSP,,,547,0.35
16,Kamareddy,GENERAL,10,Nagabhushanam Battini,MALE,50,GENERAL,IND,,,417,0.26
16,Kamareddy,GENERAL,11,K. Kishan,MALE,38,SC,IND,,,409,0.26
17,Nizamabad (Urban),GENERAL,1,Bigala Ganesh,MALE,44,GENERAL,BRS,,,42148,31.15
17,Nizamabad (Urban),GENERAL,2,Mir Majaz Ali Shaik,MALE,45,GENERAL,AIMIM,,,31840,23.53
17,Nizamabad (Urban),GENERAL,3,Suryanarayana Dhanpal,MALE,56,GENERAL,BJP,,,28301,20.91
17,Nizamabad (Urban),GENERAL,4,Mahesh Kumar Goud Bomma,MALE,47,GENERAL,INC,,,25742,19.02
17,Nizamabad (Urban),GENERAL,5,Sridhar Reddy Anantha,MALE,38,GENERAL,YSRCP,,,891,0.66
17,Nizamabad (Urban),GENERAL,6,Jaipal Puli,MALE,29,SC,BSP,,,753,0.56
17,Nizamabad (Urban),GENERAL,7,Chakradhar. Rotte,MALE,34,GENERAL,IND,,,724,0.54
17,Nizamabad (Urban),GENERAL,8,Nota,,,,NOTA,,,708,0.52
17,Nizamabad (Urban),GENERAL,9,Mirza Afsar Baig,MALE,41,GENERAL,IND,,,591,0.44
17,Nizamabad (Urban),GENERAL,10,Dodle Shekhar,MALE,40,GENERAL,LSP,,,504,0.37
17,Nizamabad (Urban),GENERAL,11,Ramana Reddy,MALE,37,GENERAL,AAAP,,,480,0.35
17,Nizamabad (Urban),GENERAL,12,Saritha Pitla,FEMALE,27,GENERAL,IND,,,383,0.28
17,Nizamabad (Urban),GENERAL,13,Ramchandra Reddy. P,MALE,76,GENERAL,IND,,,332,0.25
17,Nizamabad (Urban),GENERAL,14,Govardhan D,MALE,46,GENERAL,PPOI,,,327,0.24
17,Nizamabad (Urban),GENERAL,15,Mayakala Swamy,MALE,47,GENERAL,IND,,,299,0.22
17,Nizamabad (Urban),GENERAL,16,Giridhar. R,MALE,39,GENERAL,SP,,,246,0.18
17,Nizamabad (Urban),GENERAL,17,K.S. Anand,MALE,63,GENERAL,IND,,,208,0.15
17,Nizamabad (Urban),GENERAL,18,Srinivas Mutyala,MALE,35,GENERAL,IND,,,206,0.15
17,Nizamabad (Urban),GENERAL,19,Shaik Khader Khan,MALE,67,GENERAL,IND,,,185,0.14
17,Nizamabad (Urban),GENERAL,20,Mohammad Khaja Moinuddin,MALE,55,GENERAL,BCUF,,,130,0.1
17,Nizamabad (Urban),GENERAL,21,Ashok. L,MALE,51,GENERAL,IND,,,112,0.08
17,Nizamabad (Urban),GENERAL,22,Bagwan B,MALE,49,ST,IND,,,109,0.08
17,Nizamabad (Urban),GENERAL,23,Syed Abdul Khader,MALE,54,GENERAL,IND,,,107,0.08
18,Nizamabad (Rural),GENERAL,1,Goverdhan Baji Reddy,MALE,59,GENERAL,BRS,,,78107,46.52
18,Nizamabad (Rural),GENERAL,2,Dharmapuri Srinivaas,MALE,66,GENERAL,INC,,,51560,30.71
18,Nizamabad (Rural),GENERAL,3,Anand Reddy Gaddam,MALE,56,GENERAL,BJP,,,25579,15.23
18,Nizamabad (Rural),GENERAL,4,Pedda Panchakshari Bokkala,MALE,54,GENERAL,IND,,,3734,2.22
18,Nizamabad (Rural),GENERAL,5,Nota,,,,NOTA,,,2006,1.19
18,Nizamabad (Rural),GENERAL,6,Pitla Rama Krishna,MALE,35,GENERAL,IND,,,1696,1.01
18,Nizamabad (Rural),GENERAL,7,Maqsood,MALE,67,GENERAL,IND,,,1458,0.87
18,Nizamabad (Rural),GENERAL,8,Nathanial,MALE,52,SC,BSP,,,1390,0.83
18,Nizamabad (Rural),GENERAL,9,Badavath Meera Bai,FEMALE,40,ST,IND,,,797,0.47
18,Nizamabad (Rural),GENERAL,10,Boddu Ganga Reddy,MALE,56,GENERAL,YSRCP,,,722,0.43
18,Nizamabad (Rural),GENERAL,11,Abdul Kareem Khan,MALE,44,GENERAL,IND,,,469,0.28
18,Nizamabad (Rural),GENERAL,12,Mood Mohan,MALE,30,GENERAL,AAAP,,,388,0.23
19,Balkonda,GENERAL,1,Vemula Prashanth Reddy,MALE,46,GENERAL,BRS,,,69145,47.48
19,Balkonda,GENERAL,2,Anil Kumar Eravatri,MALE,39,GENERAL,INC,,,32897,22.59
19,Balkonda,GENERAL,3,Aleti Mallikarjun Reddy,MALE,41,GENERAL,TDP,,,25494,17.51
19,Balkonda,GENERAL,4,M.J. Dr. Madhushekhar,MALE,50,GENERAL,IND,,,7890,5.42
19,Balkonda,GENERAL,5,Boga Ashok,MALE,62,GENERAL,IND,,,3840,2.64
19,Balkonda,GENERAL,6,Kuninti Mahipal Reddy,MALE,47,GENERAL,IND,,,1540,1.06
19,Balkonda,GENERAL,7,Nota,,,,NOTA,,,1535,1.05
19,Balkonda,GENERAL,8,Ananth Bandari,MALE,31,GENERAL,LSP,,,719,0.49
19,Balkonda,GENERAL,9,T.Mallesham,MALE,42,GENERAL,IND,,,648,0.44
19,Balkonda,GENERAL,10,Vinith Kumar,MALE,26,GENERAL,IND,,,639,0.44
19,Balkonda,GENERAL,11,Bathnathe Shankar,MALE,36,GENERAL,RLD,,,451,0.31
19,Balkonda,GENERAL,12,Ourakonda Rajaiah,MALE,53,GENERAL,IND,,,413,0.28
19,Balkonda,GENERAL,13,Murali Palepu,MALE,38,GENERAL,YSRCP,,,411,0.28
20,Koratla,GENERAL,1,Kalvakuntla Vidya Sagar Rao,MALE,61,GENERAL,BRS,,,58890,39.1
20,Koratla,GENERAL,2,Juvvadi Narsinga Rao,MALE,52,GENERAL,IND,,,38305,25.43
20,Koratla,GENERAL,3,Komoreddy Ramulu,MALE,64,GENERAL,INC,,,24954,16.57
20,Koratla,GENERAL,4,Surabhi Bhum Rao,MALE,62,GENERAL,BJP,,,22806,15.14
20,Koratla,GENERAL,5,Barla Laxman,MALE,50,SC,BSP,,,1601,1.06
20,Koratla,GENERAL,6,Nota,,,,NOTA,,,1270,0.84
20,Koratla,GENERAL,7,Gollapelli Rama Goud,MALE,53,GENERAL,IND,,,813,0.54
20,Koratla,GENERAL,8,Md Rasheed Khan,MALE,50,GENERAL,IND,,,615,0.41
20,Koratla,GENERAL,9,Allala Santhosh Reddy,MALE,26,GENERAL,YSRCP,,,442,0.29
20,Koratla,GENERAL,10,Vasam Bhumanandam,MALE,71,GENERAL,LSP,,,325,0.22
20,Koratla,GENERAL,11,Katkam Laxmi,FEMALE,49,GENERAL,AAAP,,,230,0.15
20,Koratla,GENERAL,12,Karijengula Naresh Kumar,MALE,33,GENERAL,SHS,,,213,0.14
20,Koratla,GENERAL,13,Gangarajam Singani,MALE,58,GENERAL,JD(U),,,137,0.09
21,Jagtial,GENERAL,1,Jeevan Reddy Thatiparthi,MALE,61,GENERAL,INC,,,62616,42.16
21,Jagtial,GENERAL,2,Dr. M.Sanjay Kumar,MALE,51,GENERAL,BRS,,,54788,36.89
21,Jagtial,GENERAL,3,L. Ramana,MALE,53,GENERAL,TDP,,,22385,15.07
21,Jagtial,GENERAL,4,Sabbu Jagan,MALE,30,GENERAL,IND,,,3585,2.41
21,Jagtial,GENERAL,5,Damma Bharathi,FEMALE,31,SC,BSP,,,1697,1.14
21,Jagtial,GENERAL,6,Nota,,,,NOTA,,,1020,0.69
21,Jagtial,GENERAL,7,Md. Mansoor Ahmed,MALE,45,GENERAL,IND,,,729,0.49
21,Jagtial,GENERAL,8,Katta Sandhya Rani,FEMALE,25,GENERAL,YSRCP,,,501,0.34
21,Jagtial,GENERAL,9,Mohammed Jamaluddin,MALE,66,GENERAL,IND,,,415,0.28
21,Jagtial,GENERAL,10,Mahesh Shivanuri,MALE,36,GENERAL,IND,,,297,0.2
21,Jagtial,GENERAL,11,Vilasagaram Ramesh,MALE,37,GENERAL,AAAP,,,266,0.18
21,Jagtial,GENERAL,12,Syed Zakir Ali,MALE,46,GENERAL,WPOI,,,229,0.15
22,Dharmapuri,SC,1,Koppula Eshwar,MALE,55,SC,BRS,,,67836,46.18
22,Dharmapuri,SC,2,Adluri Laxman Kumar,MALE,48,SC,INC,,,49157,33.47
22,Dharmapuri,SC,3,Kannam Anajaiah,MALE,40,SC,BJP,,,13267,9.03
22,Dharmapuri,SC,4,Santhosh Ramagiri,MALE,26,SC,IND,,,7479,5.09
22,Dharmapuri,SC,5,Kannuri Suresh,MALE,34,SC,BSP,,,2114,1.44
22,Dharmapuri,SC,6,Bangari Madhav,MALE,28,SC,PPOI,,,1758,1.2
22,Dharmapuri,SC,7,Nota,,,,NOTA,,,1554,1.06
22,Dharmapuri,SC,8,Akkenapelli Kumar,MALE,47,SC,YSRCP,,,1038,0.71
22,Dharmapuri,SC,9,Nalla Shyam,MALE,40,SC,IND,,,957,0.65
22,Dharmapuri,SC,10,Mokenapelli Rajavva,FEMALE,45,SC,BCUF,,,497,0.34
22,Dharmapuri,SC,11,Kadari Kumara Swamy,MALE,28,SC,IND,,,417,0.28
22,Dharmapuri,SC,12,Buradagunta Deva Deevana Kumar,MALE,54,SC,AIFB,,,411,0.28
22,Dharmapuri,SC,13,Uparapu Rayanarsu,MALE,40,SC,IND,,,402,0.27
23,Ramagundam,GENERAL,1,Somarapu Satyanarayana,MALE,65,GENERAL,BRS,,,35789,26.0
23,Ramagundam,GENERAL,2,Korukanti Chander,MALE,42,GENERAL,AIFB,,,33494,24.33
23,Ramagundam,GENERAL,3,Babar Saleem Pasha,MALE,61,GENERAL,INC,,,16900,12.28
23,Ramagundam,GENERAL,4,Koushika Harinadh,MALE,49,GENERAL,IND,,,13577,9.86
23,Ramagundam,GENERAL,5,Makkansingh Raj Thakur,MALE,42,GENERAL,IND,,,11387,8.27
23,Ramagundam,GENERAL,6,Gujjula Ramakrishna Reddy,MALE,54,GENERAL,BJP,,,7894,5.74
23,Ramagundam,GENERAL,7,Ailaiah Yadav Gopu,MALE,58,GENERAL,IND,,,5695,4.14
23,Ramagundam,GENERAL,8,Balakalyan Panja,MALE,30,SC,BSP,,,1984,1.44
23,Ramagundam,GENERAL,9,Shaik Saleem,MALE,32,GENERAL,PRBP,,,1458,1.06
23,Ramagundam,GENERAL,10,Mallavajjala Vijayanand,MALE,40,GENERAL,AAAP,,,946,0.69
23,Ramagundam,GENERAL,11,Divakar Rao Surabhi,MALE,61,GENERAL,PPOI,,,888,0.65
23,Ramagundam,GENERAL,12,Pathapelli Ravi Kumar,MALE,41,GENERAL,IND,,,799,0.58
23,Ramagundam,GENERAL,13,Rapolu Mahender,MALE,33,GENERAL,RP(K),,,637,0.46
23,Ramagundam,GENERAL,14,Nota,,,,NOTA,,,619,0.45
23,Ramagundam,GENERAL,15,Katkoori Rama,FEMALE,40,GENERAL,IND,,,603,0.44
23,Ramagundam,GENERAL,16,Upender Nandelli,MALE,49,GENERAL,MASP,,,598,0.43
