seat_no,seat,reservation,rank,candidate,sex,age,category,party,votes_general,votes_postal,votes_total,pct
114,Madhira,SC,4,Kothapalli Venkateswara Rao,M,47,SC,PJSP,1228,0,1228,0.66
114,Madhira,SC,5,Kathula Shyamala Rao,M,68,SC,BJP,1084,1,1085,0.58
114,Madhira,SC,6,None Of The Above,,,,NOTA,1009,2,1011,0.54
114,Madhira,SC,7,Chatla Nagamani Kumar,M,39,SC,BSP,914,0,914,0.49
114,Madhira,SC,8,Balavanthapu Kalyan Kumar,M,26,SC,PPOI,680,0,680,0.36
114,Madhira,SC,9,Kothapalli Babu,M,35,SC,IND,448,0,448,0.24
114,Madhira,SC,10,Ramadas Markapudi,M,44,SC,TECPI,434,0,434,0.23
114,Madhira,SC,11,Sreenivasa Rao Koppula,M,47,SC,IND,266,0,266,0.14
114,Madhira,SC,12,Pulipati Prakash,M,35,SC,IND,218,0,218,0.12
115,Wyra,ST,1,Lavudya Ramulu,M,63,ST,IND,52303,347,52650,33.36
115,Wyra,ST,2,Banoth Madan Lal,M,55,ST,BRS,50211,426,50637,32.08
115,Wyra,ST,3,Banoth Vijaya,F,38,ST,CPI,32684,73,32757,20.75
115,Wyra,ST,4,Bhukya Veerabhadram,M,39,ST,CPM,11351,22,11373,7.21
115,Wyra,ST,5,Varsa Ramulu,M,45,ST,IND,2587,1,2588,1.64
115,Wyra,ST,6,None Of The Above,,,,NOTA,2356,4,2360,1.5
115,Wyra,ST,7,Kishan Banoth,M,41,ST,BSP,1098,2,1100,0.7
115,Wyra,ST,8,Reshma Bai Bhukya,F,29,ST,BJP,1020,5,1025,0.65
115,Wyra,ST,9,Halavath Ramarao,M,38,ST,PPOI,996,0,996,0.63
115,Wyra,ST,10,Guguloth Thavurya,M,38,ST,IND,897,0,897,0.57
115,Wyra,ST,11,Malothu Mangilal Naik,M,30,ST,IND,629,0,629,0.4
115,Wyra,ST,12,Lakavath Nageswara Rao,M,26,ST,BMUP,321,0,321,0.2
115,Wyra,ST,13,Jarpula Prasad Naik,M,25,ST,IND,257,0,257,0.16
115,Wyra,ST,14,Banoth Mangilal Nayak,M,43,ST,IND,254,0,254,0.16
116,Sathupalli,SC,1,Sandra Venkata Veeraiah,M,51,SC,TDP,99005,1039,100044,50.46
116,Sathupalli,SC,2,Pidamarthi Ravi,M,45,SC,BRS,80735,307,81042,40.87
116,Sathupalli,SC,3,Kolikapogu Swamy,M,47,SC,IND,7345,0,7345,3.7
116,Sathupalli,SC,4,Macharla Bharathi,F,55,SC,CPM,2669,4,2673,1.35
116,Sathupalli,SC,5,None Of The Above,,,,NOTA,1664,8,1672,0.84
116,Sathupalli,SC,6,Namburi Ramalingeswara Rao,M,46,SC,BJP,1378,12,1390,0.7
116,Sathupalli,SC,7,Arjunrao Kankanala,M,46,SC,IND,977,1,978,0.49
116,Sathupalli,SC,8,Ravinder Nathari,M,42,SC,PPOI,870,1,871,0.44
116,Sathupalli,SC,9,G.Prem Neel Kumar,M,51,SC,BSP,790,3,793,0.4
116,Sathupalli,SC,10,Kancharla Veenakumari,F,38,SC,IND,650,0,650,0.33
116,Sathupalli,SC,11,Kongala Mallikarjuna Rao,M,43,SC,IPBP,613,0,613,0.31
116,Sathupalli,SC,12,Gaddala Subbarao,M,36,SC,JASWP,209,1,210,0.11
117,Kothagudem,GENERAL,1,Vanama Venkateswara Rao,M,73,GEN,INC,80553,565,81118,46.78
117,Kothagudem,GENERAL,2,Jalagam Venkat Rao,M,51,GEN,BRS,76234,745,76979,44.39
117,Kothagudem,GENERAL,3,Adavalli Krishna,M,64,GEN,BLFP,5508,12,5520,3.18
117,Kothagudem,GENERAL,4,Vamsi Krishna Essampalli,M,29,SC,IND,1943,0,1943,1.12
117,Kothagudem,GENERAL,5,Byreddy Prabhakar Reddy,M,42,GEN,BJP,1458,8,1466,0.85
117,Kothagudem,GENERAL,6,Komaram Buchaiah,M,48,ST,IND,1161,0,1161,0.67
117,Kothagudem,GENERAL,7,None Of The Above,,,,NOTA,1098,5,1103,0.64
117,Kothagudem,GENERAL,8,Venkatesh Dharavath,M,27,ST,IND,984,0,984,0.57
117,Kothagudem,GENERAL,9,Medaboina Venkateswar Rao,M,36,GEN,IND,520,0,520,0.3
117,Kothagudem,GENERAL,10,Hanumantha Rao Surampalli,M,58,GEN,PPOI,474,1,475,0.27
117,Kothagudem,GENERAL,11,Bhukya Chandra Shekar,M,36,ST,LSSP,435,1,436,0.25
117,Kothagudem,GENERAL,12,Satish Gundapuneni,M,34,GEN,AAAP,406,2,408,0.24
117,Kothagudem,GENERAL,13,Ramanareddy Sureddy,M,54,GEN,IND,310,0,310,0.18
117,Kothagudem,GENERAL,14,Gugulothu Naresh,M,27,ST,IND,309,0,309,0.18
117,Kothagudem,GENERAL,15,G. Rajesh Naik,M,33,ST,BMUP,206,0,206,0.12
117,Kothagudem,GENERAL,16,Avutapalli Ramalingeswara Rao,M,61,GEN,IND,185,1,186,0.11
117,Kothagudem,GENERAL,17,Azam Shaik,M,27,GEN,IND,168,0,168,0.1
117,Kothagudem,GENERAL,18,Antar Satish,M,38,GEN,IND,129,0,129,0.07
118,Aswaraopeta,ST,1,Mecha Nageswara Rao,M,53,ST,TDP,60888,236,61124,48.21
118,Aswaraopeta,ST,2,Thati Venkateswarlu S/O Kattappa Thati,M,56,ST,BRS,47895,112,48007,37.86
118,Aswaraopeta,ST,3,Tanam Ravindar,M,35,ST,CPM,4944,11,4955,3.91
118,Aswaraopeta,ST,4,Kangala Kalliah,M,55,ST,IND,4831,2,4833,3.81
118,Aswaraopeta,ST,5,None Of The Above,,,,NOTA,2051,2,2053,1.62
118,Aswaraopeta,ST,6,Thati Venkateswarlu S/O Veeraswami Thati,M,36,ST,IND,1714,0,1714,1.35
118,Aswaraopeta,ST,7,Dr. Bhukya Prasada Rao,M,42,ST,BJP,1300,3,1303,1.03
118,Aswaraopeta,ST,8,Gugolothu Ramulu,M,57,ST,PPOI,882,0,882,0.7
118,Aswaraopeta,ST,9,Kanneboina Venkata Narsaiah,M,52,ST,GGP,481,0,481,0.38
118,Aswaraopeta,ST,10,Banoth Ramesh,M,34,ST,BSP,460,0,460,0.36
118,Aswaraopeta,ST,11,Kanithi Lakshmana Rao,M,39,ST,IND,429,0,429,0.34
118,Aswaraopeta,ST,12,Amgothu Krishna,M,43,ST,IND,284,0,284,0.22
118,Aswaraopeta,ST,13,Mood Balaji,M,25,ST,BMUP,275,0,275,0.22
119,Bhadrachalam,ST,1,Podem Veeraiah,M,52,ST,INC,47520,226,47746,43.23
119,Bhadrachalam,ST,2,Tellam Venkata Rao,M,50,ST,BRS,35789,172,35961,32.56
119,Bhadrachalam,ST,3,Midiyam Babu Rao,M,67,ST,CPM,14147,81,14228,12.88
119,Bhadrachalam,ST,4,Pandra Hemasundar,M,33,ST,IND,4487,36,4523,4.1
119,Bhadrachalam,ST,5,None Of The Above,,,,NOTA,2104,2,2106,1.91
119,Bhadrachalam,ST,6,Kunja Satyavathi,F,47,ST,BJP,1817,7,1824,1.65
119,Bhadrachalam,ST,7,Ramesh Babu Bhukya,M,34,ST,PPOI,1118,1,1119,1.01
119,Bhadrachalam,ST,8,Chele Anusha,F,25,ST,IND,835,0,835,0.76
119,Bhadrachalam,ST,9,Punem Pradeep Kumar,M,40,ST,RPI,816,0,816,0.74
119,Bhadrachalam,ST,10,Karam Naveen,M,26,ST,IND,698,0,698,0.63
119,Bhadrachalam,ST,11,Gundu Sarath Babu,M,37,ST,BSP,589,0,589,0.53
