seat_no,seat,reservation,rank,candidate,sex,age,category,party,votes_general,votes_postal,votes_total,pct
23,Ramagundam,GENERAL,13,Janagama Venkata Rajam,M,55,SC,NIP,454,0,454,0.33
23,Ramagundam,GENERAL,14,Thota Venu,M,36,GEN,TGPJP,367,0,367,0.27
23,Ramagundam,GENERAL,15,Erikilla Rajesh,M,30,SC,IND,299,0,299,0.22
23,Ramagundam,GENERAL,16,Gajelli Venkateshwarlu,M,43,GEN,IND,294,0,294,0.22
23,Ramagundam,GENERAL,17,Barla Rajesh,M,36,GEN,IND,250,0,250,0.18
24,Manthani,GENERAL,1,Duddilla Sridhar Babu,M,48,GEN,INC,88858,187,89045,50.41
24,Manthani,GENERAL,2,Putta Madhukar,M,47,GEN,BRS,72636,179,72815,41.22
24,Manthani,GENERAL,3,T.Nagarjun,M,25,GEN,SMFB,5457,0,5457,3.09
24,Manthani,GENERAL,4,None Of The Above,,,,NOTA,2081,2,2083,1.18
24,Manthani,GENERAL,5,Etukala. Mahesh Kumar,M,30,SC,BSP,1874,2,1876,1.06
24,Manthani,GENERAL,6,Rendla Sanath Kumar,M,34,GEN,BJP,1613,5,1618,0.92
24,Manthani,GENERAL,7,Challa Laxman,M,28,GEN,IND,1168,0,1168,0.66
24,Manthani,GENERAL,8,Bomma Bapu.,M,61,GEN,IND,904,0,904,0.51
24,Manthani,GENERAL,9,Made Kumar Swamy,M,30,ST,NCP,771,3,774,0.44
24,Manthani,GENERAL,10,Polam. Rajender,M,31,ST,BLFP,551,1,552,0.31
24,Manthani,GENERAL,11,Boodidha Thirupathi,M,38,SC,TPS,354,0,354,0.2
