seat_no,seat,reservation,rank,candidate,sex,age,category,party,votes_general,votes_postal,votes_total,pct
60,Khairatabad,GENERAL,2,P Vijaya Reddy,FEMALE,44,GENERAL,INC,45061,297,45358,29.28
60,Khairatabad,GENERAL,3,Chintala Rama Chandra Reddy,MALE,69,GENERAL,BJP,37931,163,38094,24.59
60,Khairatabad,GENERAL,4,Nota,,,,NOTA,1188,6,1194,0.77
60,Khairatabad,GENERAL,5,Midde Krishna,MALE,46,SC,BSP,539,5,544,0.35
60,Khairatabad,GENERAL,6,Akshay Raghuram Kotian,MALE,30,GENERAL,IND,325,0,325,0.21
60,Khairatabad,GENERAL,7,Kodimela Ramesh,MALE,58,GENERAL,IND,233,0,233,0.15
60,Khairatabad,GENERAL,8,Kurakula Jyothi,FEMALE,42,ST,SUCI,224,0,224,0.14
60,Khairatabad,GENERAL,9,Abdul Hameed,MALE,33,GENERAL,IND,215,0,215,0.14
60,Khairatabad,GENERAL,10,Puram Venkatesham,MALE,51,GENERAL,IND,183,0,183,0.12
60,Khairatabad,GENERAL,11,Dr. Aman Preet Singh Alagh,MALE,39,GENERAL,GNASURKP,160,1,161,0.1
60,Khairatabad,GENERAL,12,D. Nagaraju,MALE,45,GENERAL,YGATLSIP,124,0,124,0.08
60,Khairatabad,GENERAL,13,Huma Abbasi,FEMALE,43,GENERAL,JMBP,99,0,99,0.06
60,Khairatabad,GENERAL,14,R.s. Ranjeet Kumar,MALE,48,GENERAL,IND,94,1,95,0.06
60,Khairatabad,GENERAL,15,T. Shankar Das,MALE,53,SC,BARESP,89,2,91,0.06
60,Khairatabad,GENERAL,16,Mohd Majid,MALE,47,GENERAL,IND,82,0,82,0.05
60,Khairatabad,GENERAL,17,Paul Sathyanadhan David,MALE,66,GENERAL,NRCP,68,0,68,0.04
60,Khairatabad,GENERAL,18,Pasham Madhukar Yadav,MALE,43,GENERAL,IND,68,0,68,0.04
60,Khairatabad,GENERAL,19,Mettu Manjula,FEMALE,28,GENERAL,IND,63,1,64,0.04
60,Khairatabad,GENERAL,20,Aepuri Vikram Babu,MALE,44,GENERAL,DHRMSMJP,59,0,59,0.04
60,Khairatabad,GENERAL,21,Ch. Swarna Kumari,FEMALE,41,SC,IND,58,0,58,0.04
60,Khairatabad,GENERAL,22,Susheel Lal Raju Prasad,MALE,42,GENERAL,IPBP,55,0,55,0.04
60,Khairatabad,GENERAL,23,Shabad Ramesh,MALE,51,GENERAL,IND,47,0,47,0.03
60,Khairatabad,GENERAL,24,Mohammed Abdul Khadeer,MALE,55,GENERAL,mmsp,44,0,44,0.03
60,Khairatabad,GENERAL,25,Anand Chakrapani Chary Sunkoju Kothapally,MALE,50,GENERAL,NJANP,38,0,38,0.02
60,Khairatabad,GENERAL,26,Mohammed Khaja,MALE,46,GENERAL,JAC,32,1,33,0.02
61,Jubilee Hills,GENERAL,1,Maganti Gopinath,MALE,56,GENERAL,BRS,80328,221,80549,43.94
61,Jubilee Hills,GENERAL,2,Mohammed Azharuddin,MALE,60,GENERAL,INC,63838,374,64212,35.03
61,Jubilee Hills,GENERAL,3,Lankala Deepak Reddy,MALE,49,GENERAL,BJP,25756,110,25866,14.11
61,Jubilee Hills,GENERAL,4,M.d. Rashed Farazuddin,MALE,35,GENERAL,AIMIM,7829,19,7848,4.28
61,Jubilee Hills,GENERAL,5,Nota,,,,NOTA,1367,7,1374,0.75
61,Jubilee Hills,GENERAL,6,Nanda Kishore Tallada,MALE,35,GENERAL,AODRP,924,1,925,0.5
61,Jubilee Hills,GENERAL,7,Koneti Sujatha,FEMALE,28,ST,BSP,841,6,847,0.46
61,Jubilee Hills,GENERAL,8,Surabhi Singh,FEMALE,42,GENERAL,IND,222,1,223,0.12
61,Jubilee Hills,GENERAL,9,Shaik Shareef,MALE,46,GENERAL,IND,212,0,212,0.12
61,Jubilee Hills,GENERAL,10,Shaik Kareem,MALE,30,GENERAL,IND,199,0,199,0.11
61,Jubilee Hills,GENERAL,11,Dr.gudoori Chenna Reddy,MALE,76,GENERAL,INDPJC,190,0,190,0.1
61,Jubilee Hills,GENERAL,12,Shiv Shankar Reddy.s,MALE,44,GENERAL,IND,149,0,149,0.08
61,Jubilee Hills,GENERAL,13,Siddhartha Chakravarthy,MALE,36,GENERAL,IND,144,0,144,0.08
61,Jubilee Hills,GENERAL,14,M.prasunamba,FEMALE,46,GENERAL,NRCP,122,0,122,0.07
61,Jubilee Hills,GENERAL,15,Vanaparthy Rambabu,MALE,44,GENERAL,IND,109,0,109,0.06
61,Jubilee Hills,GENERAL,16,Mohammed Akbaruddin,MALE,45,GENERAL,IND,89,3,92,0.05
61,Jubilee Hills,GENERAL,17,Gonti Srikanth,MALE,35,GENERAL,sps,74,1,75,0.04
61,Jubilee Hills,GENERAL,18,Machcherla Venkat Reddy,MALE,68,GENERAL,IND,64,1,65,0.04
61,Jubilee Hills,GENERAL,19,Mohammed Ismail Khan,MALE,34,GENERAL,IND,58,0,58,0.03
61,Jubilee Hills,GENERAL,20,Anand Rao,MALE,39,GENERAL,IND,52,1,53,0.03
62,Sanathnagar,GENERAL,1,Talasani Srinivas Yadav,MALE,58,GENERAL,BRS,72398,159,72557,56.57
62,Sanathnagar,GENERAL,2,Marri Shashidhar Reddy,MALE,74,GENERAL,BJP,30624,106,30730,23.96
62,Sanathnagar,GENERAL,3,Kota Neelima,FEMALE,52,GENERAL,INC,22352,140,22492,17.54
62,Sanathnagar,GENERAL,4,Nota,,,,NOTA,1033,7,1040,0.81
62,Sanathnagar,GENERAL,5,Gunneboina Akhilesh,MALE,27,GENERAL,BSP,418,0,418,0.33
62,Sanathnagar,GENERAL,6,A.srinivas,MALE,42,GENERAL,IND,165,0,165,0.13
62,Sanathnagar,GENERAL,7,Karthik Medi,MALE,32,SC,DHRMSMJP,151,1,152,0.12
62,Sanathnagar,GENERAL,8,Gowlikar Sony,FEMALE,37,GENERAL,SJPI,145,1,146,0.11
62,Sanathnagar,GENERAL,9,Rangapuram Markondaiah,MALE,57,GENERAL,IND,121,0,121,0.09
62,Sanathnagar,GENERAL,10,S.varun Raj,MALE,39,GENERAL,IND,103,0,103,0.08
62,Sanathnagar,GENERAL,11,Sararapu Srisailam,MALE,47,GENERAL,TLGNARJYS,75,0,75,0.06
62,Sanathnagar,GENERAL,12,Devendar Konne,MALE,42,GENERAL,IND,59,0,59,0.05
62,Sanathnagar,GENERAL,13,Chamakura Sujatha,FEMALE,48,GENERAL,JMBP,51,0,51,0.04
62,Sanathnagar,GENERAL,14,Kummari Venkateswarlu,MALE,47,GENERAL,AIFB,48,1,49,0.04
62,Sanathnagar,GENERAL,15,Kanchanamala,FEMALE,49,GENERAL,IND,43,0,43,0.03
62,Sanathnagar,GENERAL,16,Yesu Babu Pavuluri,MALE,49,GENERAL,IPBP,34,0,34,0.03
62,Sanathnagar,GENERAL,17,Syed Khader,MALE,54,GENERAL,mmsp,28,0,28,0.02
63,Nampally,GENERAL,1,Mohammed Majid Hussain,MALE,42,GENERAL,AIMIM,62063,122,62185,40.83
63,Nampally,GENERAL,2,Feroz Khan,MALE,51,GENERAL,INC,59888,260,60148,39.49
63,Nampally,GENERAL,3,Ch. Anand Kumar Goud,MALE,61,GENERAL,BRS,15378,42,15420,10.12
63,Nampally,GENERAL,4,Jakati Laxmi Rahul Chandra,MALE,51,GENERAL,BJP,11163,53,11216,7.36
63,Nampally,GENERAL,5,Nota,,,,NOTA,542,2,544,0.36
63,Nampally,GENERAL,6,M. Narender,MALE,46,GENERAL,IND,342,0,342,0.22
63,Nampally,GENERAL,7,Moulana Shafee Masoodi,MALE,33,GENERAL,BSP,274,3,277,0.18
63,Nampally,GENERAL,8,Shazanullah,MALE,25,GENERAL,IND,177,0,177,0.12
63,Nampally,GENERAL,9,Vijayalaxmi Jakkula,FEMALE,39,SC,IND,163,0,163,0.11
63,Nampally,GENERAL,10,Diddi Pentaiah,MALE,76,GENERAL,IND,162,0,162,0.11
63,Nampally,GENERAL,11,A. Baba Goud,MALE,38,GENERAL,IND,160,1,161,0.11
63,Nampally,GENERAL,12,Deenawale Shivraj Singh,MALE,36,GENERAL,IND,152,0,152,0.1
63,Nampally,GENERAL,13,Shiraz Khan,FEMALE,53,GENERAL,IND,136,0,136,0.09
63,Nampally,GENERAL,14,Md. Nazeer Ahmed Ansari,MALE,38,GENERAL,BMUP,135,0,135,0.09
63,Nampally,GENERAL,15,Syed Zia Ul Hasan,MALE,61,GENERAL,IND,121,0,121,0.08
63,Nampally,GENERAL,16,P. Veera,MALE,40,GENERAL,IND,85,1,86,0.06
63,Nampally,GENERAL,17,Alli Shiva Kumar,MALE,33,SC,DHRMSMJP,77,0,77,0.05
63,Nampally,GENERAL,18,Amina Majid,FEMALE,42,GENERAL,IND,71,1,72,0.05
63,Nampally,GENERAL,19,Samreen,FEMALE,32,GENERAL,JMBP,70,0,70,0.05
63,Nampally,GENERAL,20,Farhana Begum,FEMALE,37,GENERAL,IND,65,0,65,0.04
63,Nampally,GENERAL,21,Vishal Singh D,MALE,25,GENERAL,IND,63,0,63,0.04
63,Nampally,GENERAL,22,Takur Devender Singh,MALE,38,GENERAL,IND,56,0,56,0.04
63,Nampally,GENERAL,23,S.anjali,FEMALE,45,SC,IND,49,0,49,0.03
63,Nampally,GENERAL,24,Anjum,FEMALE,28,GENERAL,IND,49,0,49,0.03
63,Nampally,GENERAL,25,K. Shankar,MALE,37,GENERAL,IND,48,0,48,0.03
63,Nampally,GENERAL,26,Boppi Ganesh,MALE,48,SC,PPOI,46,0,46,0.03
63,Nampally,GENERAL,27,Basapally Shyam Rao,MALE,46,GENERAL,IND,45,0,45,0.03
63,Nampally,GENERAL,28,Ruthu Chekka,FEMALE,34,GENERAL,IND,42,0,42,0.03
63,Nampally,GENERAL,29,Surya Teja Malli,MALE,31,GENERAL,NRCP,33,0,33,0.02
63,Nampally,GENERAL,30,M. Chandra Shekar,MALE,41,GENERAL,IND,33,0,33,0.02
63,Nampally,GENERAL,31,Sujaath Ali Khan,MALE,54,GENERAL,IND,28,0,28,0.02
63,Nampally,GENERAL,32,V. Dhanraj,MALE,42,GENERAL,BHRTSWDCNG,26,0,26,0.02
63,Nampally,GENERAL,33,Rebba Ashwin Kumar,MALE,36,SC,IND,25,0,25,0.02
63,Nampally,GENERAL,34,Mohammed Abdul Azeem,MALE,52,GENERAL,IND,24,0,24,0.02
63,Nampally,GENERAL,35,Billam Narender,MALE,62,GENERAL,IND,24,0,24,0.02
64,Karwan,GENERAL,1,Kausar Mohiuddin,MALE,59,GENERAL,AIMIM,83166,222,83388,47.42
64,Karwan,GENERAL,2,Amar Singh,MALE,68,GENERAL,BJP,41099,303,41402,23.55
64,Karwan,GENERAL,3,Aindala Krishna,MALE,64,SC,BRS,29097,97,29194,16.6
64,Karwan,GENERAL,4,Osman Bin Mohammed Al Hajri,MALE,55,GENERAL,INC,18053,107,18160,10.33
64,Karwan,GENERAL,5,Nota,,,,NOTA,886,10,896,0.51
64,Karwan,GENERAL,6,Addala Karthik,MALE,29,GENERAL,YGATLSIP,626,4,630,0.36
64,Karwan,GENERAL,7,Allepu Anjaiah,MALE,45,GENERAL,BSP,582,7,589,0.33
64,Karwan,GENERAL,8,K. Prabhakar,MALE,52,GENERAL,IND,290,0,290,0.16
64,Karwan,GENERAL,9,Matangi Ramesh Kumar,MALE,41,SC,IND,228,0,228,0.13
64,Karwan,GENERAL,10,Bommaganti Hari Babu,MALE,51,SC,IND,220,0,220,0.13
64,Karwan,GENERAL,11,Mohammed Laiq,MALE,53,GENERAL,MBT,170,0,170,0.1
64,Karwan,GENERAL,12,Gogikar Anil,MALE,25,GENERAL,VTRP,124,1,125,0.07
64,Karwan,GENERAL,13,Avula Srikanth,MALE,34,GENERAL,AIFB,92,1,93,0.05
64,Karwan,GENERAL,14,Ande Usha Kanna,MALE,31,SC,IND,90,1,91,0.05
64,Karwan,GENERAL,15,K. M. Gurucharan,MALE,41,GENERAL,BRS,89,1,90,0.05
64,Karwan,GENERAL,16,Narsingh Rao Vulkundakar,MALE,38,GENERAL,PEP,71,1,72,0.04
64,Karwan,GENERAL,17,Syeda Zainab Naqvi,FEMALE,41,GENERAL,JMBP,71,0,71,0.04
64,Karwan,GENERAL,18,Kondapally Ramu,MALE,26,SC,IND,65,0,65,0.04
64,Karwan,GENERAL,19,Modi Ramesh,MALE,42,SC,DHRMSMJP,62,0,62,0.04
65,Goshamahal,GENERAL,1,T. Raja Singh,MALE,46,GENERAL,BJP,79951,231,80182,54.08
65,Goshamahal,GENERAL,2,Nandu Bilal,MALE,55,GENERAL,BRS,58639,86,58725,39.61
65,Goshamahal,GENERAL,3,Mogili Sunitha,FEMALE,53,GENERAL,INC,6209,56,6265,4.23
65,Goshamahal,GENERAL,4,Nota,,,,NOTA,621,5,626,0.42
65,Goshamahal,GENERAL,5,Shravan Kumar Burra,MALE,42,GENERAL,IND,480,0,480,0.32
65,Goshamahal,GENERAL,6,Peddamyathari Anil,MALE,31,SC,IND,348,0,348,0.23
65,Goshamahal,GENERAL,7,Kolla Pradeep Raj,MALE,41,SC,IND,231,0,231,0.16
65,Goshamahal,GENERAL,8,Khaja Mansoor,MALE,44,GENERAL,JAC,211,0,211,0.14
65,Goshamahal,GENERAL,9,Thakur Yuvraj Singh,MALE,40,GENERAL,IND,169,0,169,0.11
65,Goshamahal,GENERAL,10,Milind Raj Singh,MALE,53,GENERAL,IND,157,0,157,0.11
65,Goshamahal,GENERAL,11,Bonala Srinivas,MALE,48,GENERAL,PEP,110,0,110,0.07
65,Goshamahal,GENERAL,12,Shaik Mohd Kaleem Uddin,MALE,45,GENERAL,NRCP,100,0,100,0.07
65,Goshamahal,GENERAL,13,Chandra Shekhar Rao Gajula,MALE,42,GENERAL,IND,88,0,88,0.06
65,Goshamahal,GENERAL,14,Linga Swamy Singaram,MALE,41,SC,DHRMSMJP,81,0,81,0.05
65,Goshamahal,GENERAL,15,Ashok Kumar Mamba,MALE,42,SC,IND,70,0,70,0.05
65,Goshamahal,GENERAL,16,Mohammed Osman,MALE,40,GENERAL,IND,69,0,69,0.05
65,Goshamahal,GENERAL,17,Mekala Vivek Yadav,MALE,31,GENERAL,BCYP,66,0,66,0.04
65,Goshamahal,GENERAL,18,Priya Sahu,FEMALE,35,GENERAL,JMBP,63,0,63,0.04
65,Goshamahal,GENERAL,19,B.v.ramesh Babu,MALE,64,GENERAL,SP(I),61,0,61,0.04
65,Goshamahal,GENERAL,20,Narsingh Singh,MALE,52,GENERAL,IND,58,0,58,0.04
65,Goshamahal,GENERAL,21,Mohammed Abdul Azeem,MALE,31,GENERAL,AIMEIEM,52,1,53,0.04
65,Goshamahal,GENERAL,22,M. Sangeetha Laxmi,FEMALE,39,SC,IND,46,0,46,0.03
66,Charminar,GENERAL,1,Mir Zulfeqar Ali,MALE,60,GENERAL,AIMIM,49002,101,49103,50.05
66,Charminar,GENERAL,2,Megha Rani Agarwal,FEMALE,42,GENERAL,BJP,26144,106,26250,26.76
66,Charminar,GENERAL,3,Mohammed Mujeebullah Shareef,MALE,55,GENERAL,INC,10856,43,10899,11.11
66,Charminar,GENERAL,4,Mohammed Salauddin Lodhi,MALE,61,GENERAL,BRS,8853,21,8874,9.05
66,Charminar,GENERAL,5,Zeenath Begum,FEMALE,41,GENERAL,NRCP,990,1,991,1.01
66,Charminar,GENERAL,6,Nota,,,,NOTA,833,4,837,0.85
66,Charminar,GENERAL,7,Uppu Venu,MALE,35,GENERAL,IND,369,0,369,0.38
66,Charminar,GENERAL,8,Abrar Hussain Azad,MALE,47,GENERAL,BSP,272,0,272,0.28
66,Charminar,GENERAL,9,Kousar Ali Mirza,MALE,53,GENERAL,AIMEIEM,170,0,170,0.17
66,Charminar,GENERAL,10,Kuldeep Sharma,MALE,43,GENERAL,YGATLSIP,125,0,125,0.13
66,Charminar,GENERAL,11,Mohammed Aman Ullha Shareef,MALE,53,GENERAL,IND,70,1,71,0.07
66,Charminar,GENERAL,12,Yerrolla Dharshan,MALE,25,SC,IND,48,0,48,0.05
66,Charminar,GENERAL,13,Anil Sen,MALE,48,GENERAL,IND,41,0,41,0.04
66,Charminar,GENERAL,14,Jyoti Sharma,FEMALE,27,GENERAL,GNASURKP,30,0,30,0.03
66,Charminar,GENERAL,15,Singa Panga Jaya Krishna,MALE,32,SC,DHRMSMJP,23,0,23,0.02
67,Chandrayangutta,GENERAL,1,Akbar Uddin Owaisi,MALE,53,GENERAL,AIMIM,99545,231,99776,64.89
67,Chandrayangutta,GENERAL,2,Sitharam Reddy Muppi,MALE,54,GENERAL,BRS,18078,38,18116,11.78
67,Chandrayangutta,GENERAL,3,Kowdi Mahender,MALE,54,SC,BJP,16267,147,16414,10.67
67,Chandrayangutta,GENERAL,4,Boya Nagesh,MALE,37,GENERAL,INC,14476,113,14589,9.49
67,Chandrayangutta,GENERAL,5,Nota,,,,NOTA,1444,16,1460,0.95
67,Chandrayangutta,GENERAL,6,Gandham Satyanarayana,MALE,64,GENERAL,IND,1189,1,1190,0.77
67,Chandrayangutta,GENERAL,7,Rashed Hashmi,MALE,52,GENERAL,MBT,804,0,804,0.52
67,Chandrayangutta,GENERAL,8,M. Ramcharan Das,MALE,49,SC,BSP,358,4,362,0.24
67,Chandrayangutta,GENERAL,9,Amjad Khan,MALE,46,GENERAL,IND,257,0,257,0.17
67,Chandrayangutta,GENERAL,10,Adala Karuna,FEMALE,45,SC,YGATLSIP,246,0,246,0.16
67,Chandrayangutta,GENERAL,11,D. Bhanu Chander,MALE,37,GENERAL,IND,175,0,175,0.11
67,Chandrayangutta,GENERAL,12,M. Anitha,FEMALE,37,GENERAL,JMBP,115,1,116,0.08
67,Chandrayangutta,GENERAL,13,Asia,FEMALE,46,GENERAL,NRCP,111,0,111,0.07
67,Chandrayangutta,GENERAL,14,Gorla Bharath Raj,MALE,30,SC,IND,93,0,93,0.06
67,Chandrayangutta,GENERAL,15,Abdul Rahaman Mantrala,MALE,42,GENERAL,DHRMSMJP,62,0,62,0.04
68,Yakutpura,GENERAL,1,Jaffar Hussain,MALE,63,GENERAL,AIMIM,46010,143,46153,32.86
68,Yakutpura,GENERAL,2,Amjed Ullah Khan,MALE,51,GENERAL,MBT,45200,75,45275,32.24
68,Yakutpura,GENERAL,3,N Veerender Babu Yadav,MALE,49,GENERAL,BJP,22165,189,22354,15.92
68,Yakutpura,GENERAL,4,Sama Sunder Reddy,MALE,45,GENERAL,BRS,15453,63,15516,11.05
68,Yakutpura,GENERAL,5,K. Ravi Raj,MALE,49,GENERAL,INC,6880,74,6954,4.95
68,Yakutpura,GENERAL,6,Nota,,,,NOTA,700,4,704,0.5
68,Yakutpura,GENERAL,7,Sama Srinivas Rao,MALE,48,SC,IND,459,0,459,0.33
68,Yakutpura,GENERAL,8,K. Sudershan,MALE,45,SC,IND,386,0,386,0.27
68,Yakutpura,GENERAL,9,Bangari Manik Rao,MALE,50,SC,BSP,345,3,348,0.25
68,Yakutpura,GENERAL,10,Nandala Anil Kumar,MALE,38,GENERAL,VTRP,286,0,286,0.2
68,Yakutpura,GENERAL,11,Mohammed Akram Ali Khan,MALE,37,GENERAL,IND,276,0,276,0.2
68,Yakutpura,GENERAL,12,Aushetty Rajani,FEMALE,40,GENERAL,IND,236,0,236,0.17
68,Yakutpura,GENERAL,13,Mohammed Osman,MALE,56,GENERAL,IND,232,0,232,0.17
68,Yakutpura,GENERAL,14,C.k. Krishna,MALE,57,GENERAL,IND,183,0,183,0.13
68,Yakutpura,GENERAL,15,Renu Keswani,FEMALE,52,GENERAL,IND,167,0,167,0.12
68,Yakutpura,GENERAL,16,Layeeq Ahmed Khan,MALE,66,GENERAL,IND,128,0,128,0.09
68,Yakutpura,GENERAL,17,S.k. Khaja,MALE,38,GENERAL,AIFB,102,0,102,0.07
68,Yakutpura,GENERAL,18,Mallepakula Saidulu,MALE,36,SC,DHRMSMJP,85,1,86,0.06
68,Yakutpura,GENERAL,19,Saritha Agaldivitykhar,FEMALE,29,GENERAL,IND,78,0,78,0.06
68,Yakutpura,GENERAL,20,Mohammed Abdul Aziz Khan,MALE,65,GENERAL,IND,74,0,74,0.05
68,Yakutpura,GENERAL,21,S. Surya Prakash,MALE,58,GENERAL,IND,67,1,68,0.05
68,Yakutpura,GENERAL,22,Kasa Somaiah,MALE,62,GENERAL,AIMEIEM,65,2,67,0.05
68,Yakutpura,GENERAL,23,Racharla Vishnu,MALE,50,GENERAL,PEP,65,0,65,0.05
68,Yakutpura,GENERAL,24,Rahman Shareef,MALE,39,GENERAL,IND,65,0,65,0.05
68,Yakutpura,GENERAL,25,Habeeb Osman Bin Jeelani,MALE,52,GENERAL,IND,53,0,53,0.04
68,Yakutpura,GENERAL,26,Abdul Jaleel,MALE,38,GENERAL,IND,40,1,41,0.03
68,Yakutpura,GENERAL,27,Mohammed Ashfaq,MALE,54,GENERAL,IPBP,39,0,39,0.03
68,Yakutpura,GENERAL,28,Siliveru Naresh,MALE,32,GENERAL,PRSHP,39,0,39,0.03
69,Bahadurpura,GENERAL,1,Mohammed Mubeen,MALE,55,GENERAL,AIMIM,89284,167,89451,62.24
69,Bahadurpura,GENERAL,2,Mir Inayath Ali Baqri,MALE,53,GENERAL,BRS,22398,28,22426,15.6
69,Bahadurpura,GENERAL,3,Pulipati Rajesh Kumar,MALE,36,GENERAL,INC,14380,68,14448,10.05
69,Bahadurpura,GENERAL,4,Y. Naresh,MALE,41,GENERAL,BJP,11575,46,11621,8.09
69,Bahadurpura,GENERAL,5,Sikender Ullah Khan,MALE,43,GENERAL,MBT,2856,6,2862,1.99
69,Bahadurpura,GENERAL,6,Nota,,,,NOTA,1267,12,1279,0.89
69,Bahadurpura,GENERAL,7,Arshadi Begum,FEMALE,43,GENERAL,NRCP,621,0,621,0.43
69,Bahadurpura,GENERAL,8,Racharla Kumar,MALE,36,SC,IND,286,3,289,0.2
69,Bahadurpura,GENERAL,9,Aliya Begum,FEMALE,34,GENERAL,mmsp,229,1,230,0.16
69,Bahadurpura,GENERAL,10,Mohammed Waheed Ali,MALE,44,GENERAL,AIMEIEM,186,0,186,0.13
69,Bahadurpura,GENERAL,11,Mohd Azharuddin Quadari,MALE,35,GENERAL,AIFB,129,0,129,0.09
69,Bahadurpura,GENERAL,12,Shaik Shaheen,FEMALE,37,GENERAL,JMBP,102,0,102,0.07
69,Bahadurpura,GENERAL,13,Irigi Mallesh,MALE,36,SC,DHRMSMJP,81,0,81,0.06
70,Secunderabad,GENERAL,1,Padma Rao.t,MALE,69,GENERAL,BRS,77910,313,78223,55.42
70,Secunderabad,GENERAL,2,Adam Santhosh Kumar,MALE,55,GENERAL,INC,32598,385,32983,23.37
70,Secunderabad,GENERAL,3,Mekala Sarangapani,MALE,60,GENERAL,BJP,25012,190,25202,17.86
70,Secunderabad,GENERAL,4,Nota,,,,NOTA,1503,15,1518,1.08
70,Secunderabad,GENERAL,5,Prakash Velpula,MALE,46,SC,BSP,649,3,652,0.46
70,Secunderabad,GENERAL,6,Banal Manjula,FEMALE,49,GENERAL,AODRP,470,0,470,0.33
70,Secunderabad,GENERAL,7,Sravanthi S,FEMALE,39,SC,MCPI,249,0,249,0.18
70,Secunderabad,GENERAL,8,Bhavani.p,FEMALE,37,SC,IND,224,0,224,0.16
70,Secunderabad,GENERAL,9,Burgula John Dinakar,MALE,29,GENERAL,IND,224,0,224,0.16
70,Secunderabad,GENERAL,10,P.n. Arun Kumar,MALE,41,GENERAL,IBP,211,3,214,0.15
70,Secunderabad,GENERAL,11,Kante Srinivas Rao (ksr),MALE,52,GENERAL,IND,158,1,159,0.11
70,Secunderabad,GENERAL,12,Amalakonda Venugopal Goud,MALE,45,GENERAL,NRCP,155,0,155,0.11
70,Secunderabad,GENERAL,13,Mohammed Abdul Khader,MALE,54,GENERAL,IND,105,1,106,0.08
70,Secunderabad,GENERAL,14,Mohan . K,MALE,63,GENERAL,IND,104,0,104,0.07
70,Secunderabad,GENERAL,15,Krishna Golkonda,MALE,41,SC,DHRMSMJP,99,1,100,0.07
70,Secunderabad,GENERAL,16,P. Naveen Babu,MALE,32,GENERAL,VTRP,89,3,92,0.07
70,Secunderabad,GENERAL,17,M.a.arun Kumar,MALE,59,GENERAL,IPBP,67,1,68,0.05
70,Secunderabad,GENERAL,18,Charan Raj Valparaj,MALE,31,SC,TPJRP,56,3,59,0.04
70,Secunderabad,GENERAL,19,Mudugula Sunitha,FEMALE,44,SC,IND,58,0,58,0.04
70,Secunderabad,GENERAL,20,Pasula Venu Yohan,MALE,38,GENERAL,IND,58,0,58,0.04
70,Secunderabad,GENERAL,21,Mohammed Afzal,MALE,56,GENERAL,IND,56,0,56,0.04
70,Secunderabad,GENERAL,22,Kanuganti Raju,MALE,57,GENERAL,AIFB,48,0,48,0.03
70,Secunderabad,GENERAL,23,Rahul Kodarapu,MALE,27,GENERAL,IND,45,0,45,0.03
70,Secunderabad,GENERAL,24,Gunja Vijaya Kumari,FEMALE,33,GENERAL,LJD,41,0,41,0.03
70,Secunderabad,GENERAL,25,V.g. Sharma,MALE,39,GENERAL,IND,40,0,40,0.03
71,Secunderabad Cantt.,SC,1,Lasya Nanditha Sayanna,FEMALE,36,SC,BRS,58911,146,59057,47.43
71,Secunderabad Cantt.,SC,2,Sriganesh. N,MALE,45,SC,BJP,41752,136,41888,33.64
71,Secunderabad Cantt.,SC,3,Venela Gaddar,FEMALE,43,SC,INC,20664,161,20825,16.72
71,Secunderabad Cantt.,SC,4,Nota,,,,NOTA,1216,4,1220,0.98
71,Secunderabad Cantt.,SC,5,Budida Karunakar,MALE,31,SC,BSP,517,4,521,0.42
71,Secunderabad Cantt.,SC,6,Jajula Bhaskar,MALE,48,SC,SHP,278,0,278,0.22
71,Secunderabad Cantt.,SC,7,Gattu Kumar Karthik,MALE,26,SC,IND,217,1,218,0.18
71,Secunderabad Cantt.,SC,8,Pushpanjali Suraram,FEMALE,45,SC,INDPJC,183,1,184,0.15
71,Secunderabad Cantt.,SC,9,Eillandula Sathish,MALE,29,SC,IND,148,0,148,0.12
71,Secunderabad Cantt.,SC,10,B. Kiran Kumar,MALE,35,SC,IND,111,0,111,0.09
71,Secunderabad Cantt.,SC,11,Paidi Raju,MALE,49,SC,IPBP,67,0,67,0.05
72,Kodangal,GENERAL,1,Anumula Revanth Reddy,MALE,56,GENERAL,INC,106558,871,107429,55.05
72,Kodangal,GENERAL,2,Patnam Narender Reddy,MALE,53,GENERAL,BRS,74709,188,74897,38.38
72,Kodangal,GENERAL,3,Bantu Ramesh,MALE,43,GENERAL,BJP,3928,60,3988,2.04
72,Kodangal,GENERAL,4,M.madhusudhan Reddy,MALE,38,GENERAL,IND,2173,0,2173,1.11
72,Kodangal,GENERAL,5,Kurva Narmada Kistappa,FEMALE,38,GENERAL,BSP,2114,19,2133,1.09
72,Kodangal,GENERAL,6,Nota,,,,NOTA,1999,3,2002,1.03
72,Kodangal,GENERAL,7,Prabhakar Mudiraj,MALE,28,GENERAL,IND,770,0,770,0.39
72,Kodangal,GENERAL,8,Venkat Ramulu Kandedi,MALE,35,GENERAL,IND,463,0,463,0.24
72,Kodangal,GENERAL,9,Pyata Narender Reddy,MALE,37,GENERAL,IND,380,0,380,0.19
72,Kodangal,GENERAL,10,Gottimukkala Anjilaiah,MALE,32,GENERAL,IND,273,0,273,0.14
72,Kodangal,GENERAL,11,Krishna Naik,MALE,29,ST,DHRMSMJP,213,2,215,0.11
72,Kodangal,GENERAL,12,Rathod Surya Naik,MALE,35,ST,BMUP,161,0,161,0.08
72,Kodangal,GENERAL,13,Kotike Ramu Mudhiraj,MALE,35,GENERAL,TLGNARJYS,149,3,152,0.08
72,Kodangal,GENERAL,14,Kura Venkataiah,MALE,52,GENERAL,IND,127,0,127,0.07
